PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Ticket_Count,Fare_PerPassenger,NameTitle,NumFamily,CompleteInfo,CabinLetter,CabinNumber,CabinLetter_Cohort,CabinLetter_Cohort_DT,CabinLetter_Cohort_ECLF,CabinNumber_Group
355,0,3,"Yousif, Mr. Wazli",0,32.72380753968253,0,0,2647,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
356,0,3,"Vanden Steen, Mr. Leo Peter",0,28.0,0,0,345783,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
357,1,1,"Bowerman, Miss. Elsie Edith",1,22.0,0,1,113505,55.0,E33,S,2,27.5,Miss,1,1,E,33,4,4,4,0.5
358,0,2,"Funk, Miss. Annie Clemmer",1,38.0,0,0,237671,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
359,1,3,"McGovern, Miss. Mary",1,21.496166666666667,0,0,330931,7.8792,,Q,1,7.8792,Miss,0,0,,,,4,4,
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,21.496166666666667,0,0,330980,7.8792,,Q,1,7.8792,Miss,0,0,,,,4,4,
361,0,3,"Skoog, Mr. Wilhelm",0,40.0,1,4,347088,27.9,,S,6,4.6499999999999995,Mr,5,0,,,,4,4,
362,0,2,"del Carlo, Mr. Sebastiano",0,29.0,1,0,SC/PARIS 2167,27.7208,,C,1,27.7208,Mr,1,0,,,,4,4,
363,0,3,"Barbara, Mrs. (Catherine David)",1,45.0,0,1,2691,14.4542,,C,2,7.2271,Mrs,1,0,,,,4,4,
364,0,3,"Asim, Mr. Adola",0,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
365,0,3,"O'Brien, Mr. Thomas",0,36.250814935064945,1,0,370365,15.5,,Q,2,7.75,Mr,1,0,,,,4,4,
366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,30.0,0,0,C 7076,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60.0,1,0,110813,75.25,D37,C,1,75.25,Mrs,1,1,D,37,3,3,3,0.5
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,28.741297619047618,0,0,2626,7.2292,,C,1,7.2292,Mrs,0,0,,,,4,4,
369,1,3,"Jermyn, Miss. Annie",1,26.05045508658009,0,0,14313,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
370,1,1,"Aubart, Mme. Leontine Pauline",1,24.0,0,0,PC 17477,69.3,B35,C,2,34.65,Mme,0,1,B,35,1,1,1,0.5
371,1,1,"Harder, Mr. George Achilles",0,25.0,1,0,11765,55.4417,E50,C,1,55.4417,Mr,1,1,E,50,4,4,4,0.667
372,0,3,"Wiklund, Mr. Jakob Alfred",0,18.0,1,0,3101267,6.4958,,S,1,6.4958,Mr,1,0,,,,4,4,
373,0,3,"Beavan, Mr. William Thomas",0,19.0,0,0,323951,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
374,0,1,"Ringhini, Mr. Sante",0,22.0,0,0,PC 17760,135.6333,,C,3,45.211099999999995,Mr,0,0,,,,2,2,
375,0,3,"Palsson, Miss. Stina Viola",1,3.0,3,1,349909,21.075,,S,4,5.26875,Miss,4,0,,,,4,4,
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,35.23,1,0,PC 17604,82.1708,,C,2,41.0854,Mrs,1,0,,,,2,2,
377,1,3,"Landergren, Miss. Aurora Adelia",1,22.0,0,0,C 7077,7.25,,S,1,7.25,Miss,0,0,,,,4,4,
378,0,1,"Widener, Mr. Harry Elkins",0,27.0,0,2,113503,211.5,C82,C,1,211.5,Mr,2,1,C,82,2,2,2,0.833
379,0,3,"Betros, Mr. Tannous",0,20.0,0,0,2648,4.0125,,C,1,4.0125,Mr,0,0,,,,4,4,
380,0,3,"Gustafsson, Mr. Karl Gideon",0,19.0,0,0,347069,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
381,1,1,"Bidois, Miss. Rosalie",1,42.0,0,0,PC 17757,227.525,,C,4,56.88125,Miss,0,0,,,,2,2,
382,1,3,"Nakid, Miss. Maria (""Mary"")",1,1.0,0,2,2653,15.7417,,C,2,7.87085,Miss,2,0,,,,4,4,
383,0,3,"Tikkanen, Mr. Juho",0,32.0,0,0,STON/O 2. 3101293,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,35.0,1,0,113789,52.0,,S,2,26.0,Mrs,1,0,,,,2,2,
385,0,3,"Plotcharsky, Mr. Vasil",0,27.960240524614342,0,0,349227,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
386,0,2,"Davies, Mr. Charles Henry",0,18.0,0,0,S.O.C. 14879,73.5,,S,5,14.7,Mr,0,0,,,,3,3,
387,0,3,"Goodwin, Master. Sidney Leonard",0,1.0,5,2,CA 2144,46.9,,S,6,7.816666666666666,Master,7,0,,,,4,4,
388,1,2,"Buss, Miss. Kate",1,36.0,0,0,27849,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
389,0,3,"Sadlier, Mr. Matthew",0,24.28550468975469,0,0,367655,7.7292,,Q,1,7.7292,Mr,0,0,,,,4,4,
390,1,2,"Lehmann, Miss. Bertha",1,17.0,0,0,SC 1748,12.0,,C,1,12.0,Miss,0,0,,,,4,4,
391,1,1,"Carter, Mr. William Ernest",0,36.0,1,2,113760,120.0,B96 B98,S,4,30.0,Mr,3,1,B,97,1,1,1,1.0
392,1,3,"Jansson, Mr. Carl Olof",0,21.0,0,0,350034,7.7958,,S,1,7.7958,Mr,0,0,,,,4,4,
393,0,3,"Gustafsson, Mr. Johan Birger",0,28.0,2,0,3101277,7.925,,S,1,7.925,Mr,2,0,,,,4,4,
394,1,1,"Newell, Miss. Marjorie",1,23.0,1,0,35273,113.275,D36,C,3,37.75833333333333,Miss,1,1,D,36,3,3,3,0.5
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,24.0,0,2,PP 9549,16.7,G6,S,2,8.35,Mrs,2,1,G,6,,4,4,0.167
396,0,3,"Johansson, Mr. Erik",0,22.0,0,0,350052,7.7958,,S,1,7.7958,Mr,0,0,,,,4,4,
397,0,3,"Olsson, Miss. Elina",1,31.0,0,0,350407,7.8542,,S,1,7.8542,Miss,0,0,,,,4,4,
398,0,2,"McKane, Mr. Peter David",0,46.0,0,0,28403,26.0,,S,2,13.0,Mr,0,0,,,,3,3,
399,0,2,"Pain, Dr. Alfred",0,23.0,0,0,244278,10.5,,S,1,10.5,Dr,0,0,,,,4,4,
400,1,2,"Trout, Mrs. William H (Jessie L)",1,28.0,0,0,240929,12.65,,S,1,12.65,Mrs,0,0,,,,3,3,
401,1,3,"Niskanen, Mr. Juha",0,39.0,0,0,STON/O 2. 3101289,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
402,0,3,"Adams, Mr. John",0,26.0,0,0,341826,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
403,0,3,"Jussila, Miss. Mari Aina",1,21.0,1,0,4137,9.825,,S,1,9.825,Miss,1,0,,,,4,4,
404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,28.0,1,0,STON/O2. 3101279,15.85,,S,2,7.925,Mr,1,0,,,,4,4,
405,0,3,"Oreskovic, Miss. Marija",1,20.0,0,0,315096,8.6625,,S,1,8.6625,Miss,0,0,,,,4,4,
406,0,2,"Gale, Mr. Shadrach",0,34.0,1,0,28664,21.0,,S,1,21.0,Mr,1,0,,,,3,3,
407,0,3,"Widegren, Mr. Carl/Charles Peter",0,51.0,0,0,347064,7.75,,S,1,7.75,Mr,0,0,,,,4,4,
408,1,2,"Richards, Master. William Rowe",0,3.0,1,1,29106,18.75,,S,3,6.25,Master,2,0,,,,4,4,
409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,21.0,0,0,312992,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
410,0,3,"Lefebre, Miss. Ida",1,6.651316666666666,3,1,4133,25.4667,,S,4,6.366675,Miss,4,0,,,,4,4,
411,0,3,"Sdycoff, Mr. Todor",0,27.960240524614342,0,0,349222,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
412,0,3,"Hart, Mr. Henry",0,28.27333333333333,0,0,394140,6.8583,,Q,1,6.8583,Mr,0,0,,,,4,4,
413,1,1,"Minahan, Miss. Daisy E",1,33.0,1,0,19928,90.0,C78,Q,2,45.0,Miss,1,1,C,78,2,2,2,0.833
414,0,2,"Cunningham, Mr. Alfred Fleming",0,32.53888935574229,0,0,239853,0.0,,S,3,0.0,Mr,0,0,,,,4,4,
415,1,3,"Sundman, Mr. Johan Julian",0,44.0,0,0,STON/O 2. 3101269,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,31.837653272995183,0,0,343095,8.05,,S,1,8.05,Mrs,0,0,,,,4,4,
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,34.0,1,1,28220,32.5,,S,1,32.5,Mrs,2,0,,,,2,2,
418,1,2,"Silven, Miss. Lyyli Karoliina",1,18.0,0,2,250652,13.0,,S,1,13.0,Miss,2,0,,,,3,3,
419,0,2,"Matthews, Mr. William John",0,30.0,0,0,28228,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
420,0,3,"Van Impe, Miss. Catharina",1,10.0,0,2,345773,24.15,,S,3,8.049999999999999,Miss,2,0,,,,4,4,
421,0,3,"Gheorgheff, Mr. Stanio",0,27.960240524614342,0,0,349254,7.8958,,C,1,7.8958,Mr,0,0,,,,4,4,
422,0,3,"Charters, Mr. David",0,21.0,0,0,A/5. 13032,7.7333,,Q,1,7.7333,Mr,0,0,,,,4,4,
423,0,3,"Zimmerman, Mr. Leo",0,29.0,0,0,315082,7.875,,S,1,7.875,Mr,0,0,,,,4,4,
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,28.0,1,1,347080,14.4,,S,2,7.2,Mrs,2,0,,,,4,4,
425,0,3,"Rosblom, Mr. Viktor Richard",0,18.0,1,1,370129,20.2125,,S,2,10.10625,Mr,2,0,,,,4,4,
426,0,3,"Wiseman, Mr. Phillippe",0,29.890370865245867,0,0,A/4. 34244,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,28.0,1,0,2003,26.0,,S,1,26.0,Mrs,1,0,,,,2,2,
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,19.0,0,0,250655,26.0,,S,2,13.0,Miss,0,0,,,,3,3,
429,0,3,"Flynn, Mr. James",0,42.06354456654457,0,0,364851,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,1,8.05,Mr,0,1,E,10,4,4,4,0.167
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,28.0,0,0,110564,26.55,C52,S,1,26.55,Mr,0,1,C,52,2,2,2,0.667
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,26.515712121212122,1,0,376564,16.1,,S,2,8.05,Mrs,1,0,,,,4,4,
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,42.0,1,0,SC/AH 3085,26.0,,S,1,26.0,Mrs,1,0,,,,2,2,
434,0,3,"Kallio, Mr. Nikolai Erland",0,17.0,0,0,STON/O 2. 3101274,7.125,,S,1,7.125,Mr,0,0,,,,4,4,
435,0,1,"Silvey, Mr. William Baird",0,50.0,1,0,13507,55.9,E44,S,2,27.95,Mr,1,1,E,44,4,4,4,0.667
436,1,1,"Carter, Miss. Lucile Polk",1,14.0,1,2,113760,120.0,B96 B98,S,4,30.0,Miss,3,1,B,97,1,1,1,1.0
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,21.0,2,2,W./C. 6608,34.375,,S,4,8.59375,Miss,4,0,,,,4,4,
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,24.0,2,3,29106,18.75,,S,3,6.25,Mrs,5,0,,,,4,4,
439,0,1,"Fortune, Mr. Mark",0,64.0,1,4,19950,263.0,C23 C25 C27,S,4,65.75,Mr,5,1,C,25,2,2,2,0.333
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,31.0,0,0,C.A. 18723,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,45.0,1,1,F.C.C. 13529,26.25,,S,3,8.75,Mrs,2,0,,,,4,4,
442,0,3,"Hampe, Mr. Leon",0,20.0,0,0,345769,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
443,0,3,"Petterson, Mr. Johan Emil",0,25.0,1,0,347076,7.775,,S,1,7.775,Mr,1,0,,,,4,4,
444,1,2,"Reynaldo, Ms. Encarnacion",1,28.0,0,0,230434,13.0,,S,1,13.0,Ms,0,0,,,,3,3,
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,29.587015873015876,0,0,65306,8.1125,,S,1,8.1125,Mr,0,0,,,,4,4,
446,1,1,"Dodge, Master. Washington",0,4.0,0,2,33638,81.8583,A34,S,1,81.8583,Master,2,1,A,34,,1,1,0.5
447,1,2,"Mellinger, Miss. Madeleine Violet",1,13.0,0,1,250644,19.5,,S,2,9.75,Miss,1,0,,,,4,4,
448,1,1,"Seward, Mr. Frederic Kimber",0,34.0,0,0,113794,26.55,,S,1,26.55,Mr,0,0,,,,4,4,
449,1,3,"Baclini, Miss. Marie Catherine",1,5.0,2,1,2666,19.2583,,C,4,4.814575,Miss,3,0,,,,4,4,
450,1,1,"Peuchen, Major. Arthur Godfrey",0,52.0,0,0,113786,30.5,C104,S,1,30.5,Major,0,1,C,104,2,2,2,1.0
451,0,2,"West, Mr. Edwy Arthur",0,36.0,1,2,C.A. 34651,27.75,,S,3,9.25,Mr,3,0,,,,4,4,
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,39.35333333333333,1,0,65303,19.9667,,S,1,19.9667,Mr,1,0,,,,3,3,
453,0,1,"Foreman, Mr. Benjamin Laventall",0,30.0,0,0,113051,27.75,C111,C,1,27.75,Mr,0,1,C,111,2,2,2,1.0
454,1,1,"Goldenberg, Mr. Samuel L",0,49.0,1,0,17453,89.1042,C92,C,2,44.5521,Mr,1,1,C,92,2,2,2,0.833
455,0,3,"Peduzzi, Mr. Joseph",0,30.407091360383024,0,0,A/5 2817,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
456,1,3,"Jalsevac, Mr. Ivan",0,29.0,0,0,349240,7.8958,,C,1,7.8958,Mr,0,0,,,,4,4,
457,0,1,"Millet, Mr. Francis Davis",0,65.0,0,0,13509,26.55,E38,S,1,26.55,Mr,0,1,E,38,4,4,4,0.5
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,37.81,1,0,17464,51.8625,D21,S,1,51.8625,Mrs,1,0,D,21,3,3,3,0.333
459,1,2,"Toomey, Miss. Ellen",1,50.0,0,0,F.C.C. 13531,10.5,,S,1,10.5,Miss,0,0,,,,4,4,
460,0,3,"O'Connor, Mr. Maurice",0,42.06354456654457,0,0,371060,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
461,1,1,"Anderson, Mr. Harry",0,48.0,0,0,19952,26.55,E12,S,1,26.55,Mr,0,1,E,12,4,4,4,0.167
462,0,3,"Morley, Mr. William",0,34.0,0,0,364506,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
463,0,1,"Gee, Mr. Arthur H",0,47.0,0,0,111320,38.5,E63,S,1,38.5,Mr,0,1,E,63,4,4,4,0.667
464,0,2,"Milling, Mr. Jacob Christian",0,48.0,0,0,234360,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
465,0,3,"Maisner, Mr. Simon",0,30.407091360383024,0,0,A/S 2816,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
466,0,3,"Goncalves, Mr. Manuel Estanslas",0,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
467,0,2,"Campbell, Mr. William",0,32.53888935574229,0,0,239853,0.0,,S,3,0.0,Mr,0,0,,,,4,4,
468,0,1,"Smart, Mr. John Montgomery",0,56.0,0,0,113792,26.55,,S,1,26.55,Mr,0,0,,,,4,4,
469,0,3,"Scanlan, Mr. James",0,24.28550468975469,0,0,36209,7.725,,Q,1,7.725,Mr,0,0,,,,4,4,
470,1,3,"Baclini, Miss. Helene Barbara",1,0.75,2,1,2666,19.2583,,C,4,4.814575,Miss,3,0,,,,4,4,
471,0,3,"Keefe, Mr. Arthur",0,29.890370865245867,0,0,323592,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
472,0,3,"Cacic, Mr. Luka",0,38.0,0,0,315089,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,33.0,1,2,C.A. 34651,27.75,,S,3,9.25,Mrs,3,0,,,,4,4,
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23.0,0,0,SC/AH Basle 541,13.7917,D,C,1,13.7917,Mrs,0,1,D,,3,3,3,
475,0,3,"Strandberg, Miss. Ida Sofia",1,22.0,0,0,7553,9.8375,,S,1,9.8375,Miss,0,0,,,,4,4,
476,0,1,"Clifford, Mr. George Quincy",0,54.495785714285724,0,0,110465,52.0,A14,S,2,26.0,Mr,0,0,A,14,,2,2,0.167
477,0,2,"Renouf, Mr. Peter Henry",0,34.0,1,0,31027,21.0,,S,2,10.5,Mr,1,0,,,,4,4,
478,0,3,"Braund, Mr. Lewis Richard",0,29.0,1,0,3460,7.0458,,S,1,7.0458,Mr,1,0,,,,4,4,
479,0,3,"Karlsson, Mr. Nils August",0,22.0,0,0,350060,7.5208,,S,1,7.5208,Mr,0,0,,,,4,4,
480,1,3,"Hirvonen, Miss. Hildur E",1,2.0,0,1,3101298,12.2875,,S,1,12.2875,Miss,1,0,,,,4,4,
481,0,3,"Goodwin, Master. Harold Victor",0,9.0,5,2,CA 2144,46.9,,S,6,7.816666666666666,Master,7,0,,,,4,4,
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,32.53888935574229,0,0,239854,0.0,,S,1,0.0,Mr,0,0,,,,4,4,
483,0,3,"Rouse, Mr. Richard Henry",0,50.0,0,0,A/5 3594,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
484,1,3,"Turkula, Mrs. (Hedwig)",1,63.0,0,0,4134,9.5875,,S,1,9.5875,Mrs,0,0,,,,4,4,
485,1,1,"Bishop, Mr. Dickinson H",0,25.0,1,0,11967,91.0792,B49,C,2,45.5396,Mr,1,1,B,49,1,1,1,0.667
486,0,3,"Lefebre, Miss. Jeannie",1,6.651316666666666,3,1,4133,25.4667,,S,4,6.366675,Miss,4,0,,,,4,4,
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,35.0,1,0,19943,90.0,C93,S,2,45.0,Mrs,1,1,C,93,2,2,2,1.0
488,0,1,"Kent, Mr. Edward Austin",0,58.0,0,0,11771,29.7,B37,C,1,29.7,Mr,0,1,B,37,1,1,1,0.5
489,0,3,"Somerton, Mr. Francis William",0,30.0,0,0,A.5. 18509,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,9.0,1,1,C.A. 37671,15.9,,S,2,7.95,Master,2,0,,,,4,4,
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,39.35333333333333,1,0,65304,19.9667,,S,1,19.9667,Mr,1,0,,,,3,3,
492,0,3,"Windelov, Mr. Einar",0,21.0,0,0,SOTON/OQ 3101317,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
493,0,1,"Molson, Mr. Harry Markland",0,55.0,0,0,113787,30.5,C30,S,1,30.5,Mr,0,1,C,30,2,2,2,0.5
494,0,1,"Artagaveytia, Mr. Ramon",0,71.0,0,0,PC 17609,49.5042,,C,1,49.5042,Mr,0,0,,,,2,2,
495,0,3,"Stanley, Mr. Edward Roland",0,21.0,0,0,A/4 45380,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
496,0,3,"Yousseff, Mr. Gerious",0,24.660543650793652,0,0,2627,14.4583,,C,2,7.22915,Mr,0,0,,,,4,4,
497,1,1,"Eustis, Miss. Elizabeth Mussey",1,54.0,1,0,36947,78.2667,D20,C,2,39.13335,Miss,1,1,D,20,3,3,3,0.333
498,0,3,"Shellard, Mr. Frederick William",0,33.03038461538461,0,0,C.A. 6212,15.1,,S,1,15.1,Mr,0,0,,,,3,3,
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,25.0,1,2,113781,151.55,C22 C26,S,4,37.8875,Mrs,3,1,C,24,2,2,2,0.333
500,0,3,"Svensson, Mr. Olof",0,24.0,0,0,350035,7.7958,,S,1,7.7958,Mr,0,0,,,,4,4,
501,0,3,"Calic, Mr. Petar",0,17.0,0,0,315086,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
502,0,3,"Canavan, Miss. Mary",1,21.0,0,0,364846,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
503,0,3,"O'Sullivan, Miss. Bridget Mary",1,21.11600992063492,0,0,330909,7.6292,,Q,1,7.6292,Miss,0,0,,,,4,4,
504,0,3,"Laitinen, Miss. Kristina Sofia",1,37.0,0,0,4135,9.5875,,S,1,9.5875,Miss,0,0,,,,4,4,
505,1,1,"Maioni, Miss. Roberta",1,16.0,0,0,110152,86.5,B79,S,3,28.833333333333332,Miss,0,1,B,79,1,1,1,0.833
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,18.0,1,0,PC 17758,108.9,C65,C,2,54.45,Mr,1,1,C,65,2,2,2,0.833
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,33.0,0,2,26360,26.0,,S,2,13.0,Mrs,2,0,,,,3,3,
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,48.93431224855295,0,0,111427,26.55,,S,1,26.55,Mr,0,0,,,,4,4,
509,0,3,"Olsen, Mr. Henry Margido",0,28.0,0,0,C 4001,22.525,,S,1,22.525,Mr,0,0,,,,3,3,
510,1,3,"Lang, Mr. Fang",0,26.0,0,0,1601,56.4958,,S,7,8.070828571428573,Mr,0,0,,,,4,4,
511,1,3,"Daly, Mr. Eugene Patrick",0,29.0,0,0,382651,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
512,0,3,"Webber, Mr. James",0,30.407091360383024,0,0,SOTON/OQ 3101316,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
513,1,1,"McGough, Mr. James Robert",0,36.0,0,0,PC 17473,26.2875,E25,S,1,26.2875,Mr,0,1,E,25,4,4,4,0.333
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54.0,1,0,PC 17603,59.4,,C,1,59.4,Mrs,1,0,,,,2,2,
515,0,3,"Coleff, Mr. Satio",0,24.0,0,0,349209,7.4958,,S,1,7.4958,Mr,0,0,,,,4,4,
516,0,1,"Walker, Mr. William Anderson",0,47.0,0,0,36967,34.0208,D46,S,1,34.0208,Mr,0,1,D,46,3,3,3,0.667
517,1,2,"Lemore, Mrs. (Amelia Milley)",1,34.0,0,0,C.A. 34260,10.5,F33,S,1,10.5,Mrs,0,1,F,33,,4,4,0.5
518,0,3,"Ryan, Mr. Patrick",0,30.407091360383024,0,0,371110,24.15,,Q,3,8.049999999999999,Mr,0,0,,,,4,4,
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,36.0,1,0,226875,26.0,,S,1,26.0,Mrs,1,0,,,,2,2,
520,0,3,"Pavlovic, Mr. Stefo",0,32.0,0,0,349242,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
521,1,1,"Perreault, Miss. Anne",1,30.0,0,0,12749,93.5,B73,S,2,46.75,Miss,0,1,B,73,1,1,1,0.833
522,0,3,"Vovk, Mr. Janko",0,22.0,0,0,349252,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
523,0,3,"Lahoud, Mr. Sarkis",0,32.72380753968253,0,0,2624,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,44.0,0,1,111361,57.9792,B18,C,2,28.9896,Mrs,1,1,B,18,1,1,1,0.333
525,0,3,"Kassem, Mr. Fared",0,24.660543650793652,0,0,2700,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
526,0,3,"Farrell, Mr. James",0,40.5,0,0,367232,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
527,1,2,"Ridsdale, Miss. Lucy",1,50.0,0,0,W./C. 14258,10.5,,S,1,10.5,Miss,0,0,,,,4,4,
528,0,1,"Farthing, Mr. John",0,33.69,0,0,PC 17483,221.7792,C95,S,1,221.7792,Mr,0,0,C,95,2,2,2,1.0
529,0,3,"Salonen, Mr. Johan Werner",0,39.0,0,0,3101296,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
530,0,2,"Hocking, Mr. Richard George",0,23.0,2,1,29104,11.5,,S,1,11.5,Mr,3,0,,,,4,4,
531,1,2,"Quick, Miss. Phyllis May",1,2.0,1,1,26360,26.0,,S,2,13.0,Miss,2,0,,,,3,3,
532,0,3,"Toufik, Mr. Nakli",0,24.660543650793652,0,0,2641,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
533,0,3,"Elias, Mr. Joseph Jr",0,17.0,1,1,2690,7.2292,,C,1,7.2292,Mr,2,0,,,,4,4,
