PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Ticket_Count,Fare_PerPassenger,NameTitle,NumFamily,CompleteInfo,CabinLetter,CabinNumber,CabinLetter_Cohort,CabinLetter_Cohort_DT,CabinLetter_Cohort_ECLF,CabinNumber_Group
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,37.14625,0,2,2668,22.3583,,C,2,11.17915,Mrs,2,0,,,,4,4,
535,0,3,"Cacic, Miss. Marija",1,30.0,0,0,315084,8.6625,,S,1,8.6625,Miss,0,0,,,,4,4,
536,1,2,"Hart, Miss. Eva Miriam",1,7.0,0,2,F.C.C. 13529,26.25,,S,3,8.75,Miss,2,0,,,,4,4,
537,0,1,"Butt, Major. Archibald Willingham",0,45.0,0,0,113050,26.55,B38,S,1,26.55,Major,0,1,B,38,1,1,1,0.5
538,1,1,"LeRoy, Miss. Bertha",1,30.0,0,0,PC 17761,106.425,,C,2,53.2125,Miss,0,0,,,,2,2,
539,0,3,"Risien, Mr. Samuel Beard",0,33.532717948717945,0,0,364498,14.5,,S,1,14.5,Mr,0,0,,,,3,3,
540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,22.0,0,2,13568,49.5,B39,C,1,49.5,Miss,2,1,B,39,1,1,1,0.5
541,1,1,"Crosby, Miss. Harriet R",1,36.0,0,2,WE/P 5735,71.0,B22,S,2,35.5,Miss,2,1,B,22,1,1,1,0.333
542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,9.0,4,2,347082,31.275,,S,7,4.4678571428571425,Miss,6,0,,,,4,4,
543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,11.0,4,2,347082,31.275,,S,7,4.4678571428571425,Miss,6,0,,,,4,4,
544,1,2,"Beane, Mr. Edward",0,32.0,1,0,2908,26.0,,S,2,13.0,Mr,1,0,,,,3,3,
545,0,1,"Douglas, Mr. Walter Donald",0,50.0,1,0,PC 17761,106.425,C86,C,2,53.2125,Mr,1,1,C,86,2,2,2,0.833
546,0,1,"Nicholson, Mr. Arthur Ernest",0,64.0,0,0,693,26.0,,S,1,26.0,Mr,0,0,,,,2,2,
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,19.0,1,0,2908,26.0,,S,2,13.0,Mrs,1,0,,,,3,3,
548,1,2,"Padro y Manent, Mr. Julian",0,30.87953296703297,0,0,SC/PARIS 2146,13.8625,,C,1,13.8625,Mr,0,0,,,,3,3,
549,0,3,"Goldsmith, Mr. Frank John",0,33.0,1,1,363291,20.525,,S,3,6.841666666666666,Mr,2,0,,,,4,4,
550,1,2,"Davies, Master. John Morgan Jr",0,8.0,1,1,C.A. 33112,36.75,,S,2,18.375,Master,2,0,,,,3,3,
551,1,1,"Thayer, Mr. John Borland Jr",0,17.0,0,2,17421,110.8833,C70,C,4,27.720825,Mr,2,1,C,70,2,2,2,0.833
552,0,2,"Sharp, Mr. Percival James R",0,27.0,0,0,244358,26.0,,S,1,26.0,Mr,0,0,,,,2,2,
553,0,3,"O'Brien, Mr. Timothy",0,27.310682178932197,0,0,330979,7.8292,,Q,1,7.8292,Mr,0,0,,,,4,4,
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,22.0,0,0,2620,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
555,1,3,"Ohman, Miss. Velin",1,22.0,0,0,347085,7.775,,S,1,7.775,Miss,0,0,,,,4,4,
556,0,1,"Wright, Mr. George",0,62.0,0,0,113807,26.55,,S,1,26.55,Mr,0,0,,,,4,4,
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,48.0,1,0,11755,39.6,A16,C,1,39.6,Lady,1,1,A,16,,1,1,0.167
558,0,1,"Robbins, Mr. Victor",0,38.74,0,0,PC 17757,227.525,,C,4,56.88125,Mr,0,0,,,,2,2,
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,39.0,1,1,110413,79.65,E67,S,3,26.55,Mrs,2,1,E,67,4,4,4,0.833
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,36.0,1,0,345572,17.4,,S,1,17.4,Mrs,1,0,,,,3,3,
561,0,3,"Morrow, Mr. Thomas Rowan",0,42.06354456654457,0,0,372622,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
562,0,3,"Sivic, Mr. Husein",0,40.0,0,0,349251,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
563,0,2,"Norman, Mr. Robert Douglas",0,28.0,0,0,218629,13.5,,S,1,13.5,Mr,0,0,,,,3,3,
564,0,3,"Simmons, Mr. John",0,30.407091360383024,0,0,SOTON/OQ 392082,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
565,0,3,"Meanwell, Miss. (Marion Ogden)",1,17.80783333333333,0,0,SOTON/O.Q. 392087,8.05,,S,1,8.05,Miss,0,0,,,,4,4,
566,0,3,"Davies, Mr. Alfred J",0,24.0,2,0,A/4 48871,24.15,,S,2,12.075,Mr,2,0,,,,4,4,
567,0,3,"Stoytcheff, Mr. Ilia",0,19.0,0,0,349205,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,29.0,0,4,349909,21.075,,S,4,5.26875,Mrs,4,0,,,,4,4,
569,0,3,"Doharr, Mr. Tannous",0,24.660543650793652,0,0,2686,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
570,1,3,"Jonsson, Mr. Carl",0,32.0,0,0,350417,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
571,1,2,"Harris, Mr. George",0,62.0,0,0,S.W./PP 752,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,53.0,2,0,11769,51.4792,C101,S,1,51.4792,Mrs,2,1,C,101,2,2,2,1.0
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,36.0,0,0,PC 17474,26.3875,E25,S,1,26.3875,Mr,0,1,E,25,4,4,4,0.333
574,1,3,"Kelly, Miss. Mary",1,26.05045508658009,0,0,14312,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
575,0,3,"Rush, Mr. Alfred George John",0,16.0,0,0,A/4. 20589,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
576,0,3,"Patchett, Mr. George",0,19.0,0,0,358585,14.5,,S,2,7.25,Mr,0,0,,,,4,4,
577,1,2,"Garside, Miss. Ethel",1,34.0,0,0,243880,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,39.0,1,0,13507,55.9,E44,S,2,27.95,Mrs,1,1,E,44,4,4,4,0.667
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,37.78,1,0,2689,14.4583,,C,1,14.4583,Mrs,1,0,,,,3,3,
580,1,3,"Jussila, Mr. Eiriik",0,32.0,0,0,STON/O 2. 3101286,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
581,1,2,"Christy, Miss. Julie Rachel",1,25.0,1,1,237789,30.0,,S,1,30.0,Miss,2,0,,,,1,1,
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,39.0,1,1,17421,110.8833,C68,C,4,27.720825,Mrs,2,1,C,68,2,2,2,0.833
583,0,2,"Downton, Mr. William James",0,54.0,0,0,28403,26.0,,S,2,13.0,Mr,0,0,,,,3,3,
584,0,1,"Ross, Mr. John Hugo",0,36.0,0,0,13049,40.125,A10,C,1,40.125,Mr,0,1,A,10,,1,1,0.167
585,0,3,"Paulner, Mr. Uscher",0,26.493023781773783,0,0,3411,8.7125,,C,1,8.7125,Mr,0,0,,,,4,4,
586,1,1,"Taussig, Miss. Ruth",1,18.0,0,2,110413,79.65,E68,S,3,26.55,Miss,2,1,E,68,4,4,4,0.833
587,0,2,"Jarvis, Mr. John Denzil",0,47.0,0,0,237565,15.0,,S,1,15.0,Mr,0,0,,,,3,3,
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,60.0,1,1,13567,79.2,B41,C,1,79.2,Mr,2,1,B,41,1,1,1,0.5
589,0,3,"Gilinski, Mr. Eliezer",0,22.0,0,0,14973,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
590,0,3,"Murdlin, Mr. Joseph",0,30.407091360383024,0,0,A./5. 3235,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
591,0,3,"Rintamaki, Mr. Matti",0,35.0,0,0,STON/O 2. 3101273,7.125,,S,1,7.125,Mr,0,0,,,,4,4,
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,52.0,1,0,36947,78.2667,D20,C,2,39.13335,Mrs,1,1,D,20,3,3,3,0.333
593,0,3,"Elsbury, Mr. William James",0,47.0,0,0,A/5 3902,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
594,0,3,"Bourke, Miss. Mary",1,6.2139999999999995,0,2,364848,7.75,,Q,1,7.75,Miss,2,0,,,,4,4,
595,0,2,"Chapman, Mr. John Henry",0,37.0,1,0,SC/AH 29037,26.0,,S,1,26.0,Mr,1,0,,,,2,2,
596,0,3,"Van Impe, Mr. Jean Baptiste",0,36.0,1,1,345773,24.15,,S,3,8.049999999999999,Mr,2,0,,,,4,4,
597,1,2,"Leitch, Miss. Jessie Wills",1,32.52667316017315,0,0,248727,33.0,,S,3,11.0,Miss,0,0,,,,4,4,
598,0,3,"Johnson, Mr. Alfred",0,49.0,0,0,LINE,0.0,,S,4,0.0,Mr,0,0,,,,4,4,
599,0,3,"Boulos, Mr. Hanna",0,32.72380753968253,0,0,2664,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,49.0,1,0,PC 17485,56.9292,A20,C,2,28.4646,Sir,1,1,A,20,,4,4,0.333
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,24.0,2,1,243847,27.0,,S,2,13.5,Mrs,3,0,,,,3,3,
602,0,3,"Slabenoff, Mr. Petco",0,27.960240524614342,0,0,349214,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
603,0,1,"Harrington, Mr. Charles H",0,37.5165,0,0,113796,42.4,,S,1,42.4,Mr,0,0,,,,2,2,
604,0,3,"Torber, Mr. Ernst William",0,44.0,0,0,364511,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,35.0,0,0,111426,26.55,,C,1,26.55,Mr,0,0,,,,4,4,
606,0,3,"Lindell, Mr. Edvard Bengtsson",0,36.0,1,0,349910,15.55,,S,1,15.55,Mr,1,0,,,,3,3,
607,0,3,"Karaic, Mr. Milan",0,30.0,0,0,349246,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
608,1,1,"Daniel, Mr. Robert Williams",0,27.0,0,0,113804,30.5,,S,1,30.5,Mr,0,0,,,,2,2,
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22.0,1,2,SC/Paris 2123,41.5792,,C,3,13.859733333333333,Mrs,3,0,,,,3,3,
610,1,1,"Shutes, Miss. Elizabeth W",1,40.0,0,0,PC 17582,153.4625,C125,S,3,51.15416666666667,Miss,0,1,C,125,2,2,2,1.0
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,39.0,1,5,347082,31.275,,S,7,4.4678571428571425,Mrs,6,0,,,,4,4,
612,0,3,"Jardin, Mr. Jose Neto",0,28.10741738816739,0,0,SOTON/O.Q. 3101305,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
613,1,3,"Murphy, Miss. Margaret Jane",1,24.167653499278508,1,0,367230,15.5,,Q,2,7.75,Miss,1,0,,,,4,4,
614,0,3,"Horgan, Mr. John",0,42.06354456654457,0,0,370377,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
615,0,3,"Brocklebank, Mr. William Alfred",0,35.0,0,0,364512,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
616,1,2,"Herman, Miss. Alice",1,24.0,1,2,220845,65.0,,S,2,32.5,Miss,3,0,,,,2,2,
617,0,3,"Danbom, Mr. Ernst Gilbert",0,34.0,1,1,347080,14.4,,S,2,7.2,Mr,2,0,,,,4,4,
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26.0,1,0,A/5. 3336,16.1,,S,2,8.05,Mrs,1,0,,,,4,4,
619,1,2,"Becker, Miss. Marion Louise",1,4.0,2,1,230136,39.0,F4,S,2,19.5,Miss,3,1,F,4,,3,3,0.167
620,0,2,"Gavey, Mr. Lawrence",0,26.0,0,0,31028,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
621,0,3,"Yasbeck, Mr. Antoni",0,27.0,1,0,2659,14.4542,,C,2,7.2271,Mr,1,0,,,,4,4,
622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,42.0,1,0,11753,52.5542,D19,S,1,52.5542,Mr,1,1,D,19,3,3,3,0.333
623,1,3,"Nakid, Mr. Sahid",0,20.0,1,1,2653,15.7417,,C,2,7.87085,Mr,2,0,,,,4,4,
624,0,3,"Hansen, Mr. Henry Damsgaard",0,21.0,0,0,350029,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
625,0,3,"Bowen, Mr. David John ""Dai""",0,21.0,0,0,54636,16.1,,S,2,8.05,Mr,0,0,,,,4,4,
626,0,1,"Sutton, Mr. Frederick",0,61.0,0,0,36963,32.3208,D50,S,1,32.3208,Mr,0,1,D,50,3,3,3,0.667
627,0,2,"Kirkland, Rev. Charles Leonard",0,57.0,0,0,219533,12.35,,Q,1,12.35,Rev,0,0,,,,4,4,
628,1,1,"Longley, Miss. Gretchen Fiske",1,21.0,0,0,13502,77.9583,D9,S,3,25.986099999999997,Miss,0,1,D,9,3,3,3,0.167
629,0,3,"Bostandyeff, Mr. Guentcho",0,26.0,0,0,349224,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
630,0,3,"O'Connell, Mr. Patrick D",0,24.28550468975469,0,0,334912,7.7333,,Q,1,7.7333,Mr,0,0,,,,4,4,
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,80.0,0,0,27042,30.0,A23,S,1,30.0,Mr,0,1,A,23,,3,3,0.333
632,0,3,"Lundahl, Mr. Johan Svensson",0,51.0,0,0,347743,7.0542,,S,1,7.0542,Mr,0,0,,,,4,4,
633,1,1,"Stahelin-Maeglin, Dr. Max",0,32.0,0,0,13214,30.5,B50,C,1,30.5,Dr,0,1,B,50,1,1,1,0.667
634,0,1,"Parr, Mr. William Henry Marsh",0,38.462999999999994,0,0,112052,0.0,,S,1,0.0,Mr,0,0,,,,1,1,
635,0,3,"Skoog, Miss. Mabel",1,9.0,3,2,347088,27.9,,S,6,4.6499999999999995,Miss,5,0,,,,4,4,
636,1,2,"Davis, Miss. Mary",1,28.0,0,0,237668,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
637,0,3,"Leinonen, Mr. Antti Gustaf",0,32.0,0,0,STON/O 2. 3101292,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
638,0,2,"Collyer, Mr. Harvey",0,31.0,1,1,C.A. 31921,26.25,,S,3,8.75,Mr,2,0,,,,4,4,
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,41.0,0,5,3101295,39.6875,,S,6,6.614583333333333,Mrs,5,0,,,,4,4,
640,0,3,"Thorneycroft, Mr. Percival",0,29.60611586262168,1,0,376564,16.1,,S,2,8.05,Mr,1,0,,,,4,4,
641,0,3,"Jensen, Mr. Hans Peder",0,20.0,0,0,350050,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
642,1,1,"Sagesser, Mlle. Emma",1,24.0,0,0,PC 17477,69.3,B35,C,2,34.65,Mlle,0,1,B,35,1,1,1,0.5
643,0,3,"Skoog, Miss. Margit Elizabeth",1,2.0,3,2,347088,27.9,,S,6,4.6499999999999995,Miss,5,0,,,,4,4,
644,1,3,"Foo, Mr. Choong",0,29.71770552818829,0,0,1601,56.4958,,S,7,8.070828571428573,Mr,0,0,,,,4,4,
645,1,3,"Baclini, Miss. Eugenie",1,0.75,2,1,2666,19.2583,,C,4,4.814575,Miss,3,0,,,,4,4,
646,1,1,"Harper, Mr. Henry Sleeper",0,48.0,1,0,PC 17572,76.7292,D33,C,3,25.576400000000003,Mr,1,1,D,33,3,3,3,0.5
647,0,3,"Cor, Mr. Liudevit",0,19.0,0,0,349231,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,56.0,0,0,13213,35.5,A26,C,1,35.5,Col,0,1,A,26,,2,2,0.333
649,0,3,"Willey, Mr. Edward",0,36.31,0,0,S.O./P.P. 751,7.55,,S,1,7.55,Mr,0,0,,,,4,4,
650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,23.0,0,0,CA. 2314,7.55,,S,1,7.55,Miss,0,0,,,,4,4,
651,0,3,"Mitkoff, Mr. Mito",0,27.960240524614342,0,0,349221,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
652,1,2,"Doling, Miss. Elsie",1,18.0,0,1,231919,23.0,,S,2,11.5,Miss,1,0,,,,4,4,
653,0,3,"Kalvik, Mr. Johannes Halvorsen",0,21.0,0,0,8475,8.4333,,S,1,8.4333,Mr,0,0,,,,4,4,
654,1,3,"O'Leary, Miss. Hanora ""Norah""",1,23.677309523809523,0,0,330919,7.8292,,Q,1,7.8292,Miss,0,0,,,,4,4,
655,0,3,"Hegarty, Miss. Hanora ""Nora""",1,18.0,0,0,365226,6.75,,Q,1,6.75,Miss,0,0,,,,4,4,
656,0,2,"Hickman, Mr. Leonard Mark",0,24.0,2,0,S.O.C. 14879,73.5,,S,5,14.7,Mr,2,0,,,,3,3,
657,0,3,"Radeff, Mr. Alexander",0,27.960240524614342,0,0,349223,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
658,0,3,"Bourke, Mrs. John (Catherine)",1,32.0,1,1,364849,15.5,,Q,2,7.75,Mrs,2,0,,,,4,4,
659,0,2,"Eitemiller, Mr. George Floyd",0,23.0,0,0,29751,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
660,0,1,"Newell, Mr. Arthur Webster",0,58.0,0,2,35273,113.275,D48,C,3,37.75833333333333,Mr,2,1,D,48,3,3,3,0.667
661,1,1,"Frauenthal, Dr. Henry William",0,50.0,2,0,PC 17611,133.65,,S,2,66.825,Dr,2,0,,,,2,2,
662,0,3,"Badt, Mr. Mohamed",0,40.0,0,0,2623,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
663,0,1,"Colley, Mr. Edward Pomeroy",0,47.0,0,0,5727,25.5875,E58,S,1,25.5875,Mr,0,1,E,58,4,4,4,0.667
664,0,3,"Coleff, Mr. Peju",0,36.0,0,0,349210,7.4958,,S,1,7.4958,Mr,0,0,,,,4,4,
665,1,3,"Lindqvist, Mr. Eino William",0,20.0,1,0,STON/O 2. 3101285,7.925,,S,1,7.925,Mr,1,0,,,,4,4,
666,0,2,"Hickman, Mr. Lewis",0,32.0,2,0,S.O.C. 14879,73.5,,S,5,14.7,Mr,2,0,,,,3,3,
667,0,2,"Butler, Mr. Reginald Fenton",0,25.0,0,0,234686,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
668,0,3,"Rommetvedt, Mr. Knud Paust",0,29.837528887778895,0,0,312993,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
669,0,3,"Cook, Mr. Jacob",0,43.0,0,0,A/5 3536,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,38.74404761904762,1,0,19996,52.0,C126,S,2,26.0,Mrs,1,0,C,126,2,2,2,1.0
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,40.0,1,1,29750,39.0,,S,2,19.5,Mrs,2,0,,,,3,3,
672,0,1,"Davidson, Mr. Thornton",0,31.0,1,0,F.C. 12750,52.0,B71,S,1,52.0,Mr,1,1,B,71,1,1,1,0.833
673,0,2,"Mitchell, Mr. Henry Michael",0,70.0,0,0,C.A. 24580,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
674,1,2,"Wilhelms, Mr. Charles",0,31.0,0,0,244270,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
675,0,2,"Watson, Mr. Ennis Hastings",0,32.53888935574229,0,0,239856,0.0,,S,1,0.0,Mr,0,0,,,,4,4,
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,18.0,0,0,349912,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
677,0,3,"Sawyer, Mr. Frederick Charles",0,24.5,0,0,342826,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
678,1,3,"Turja, Miss. Anna Sofia",1,18.0,0,0,4138,9.8417,,S,1,9.8417,Miss,0,0,,,,4,4,
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,43.0,1,6,CA 2144,46.9,,S,6,7.816666666666666,Mrs,7,0,,,,4,4,
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",0,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,3,170.7764,Mr,1,1,B,53,1,1,1,0.667
681,0,3,"Peters, Miss. Katie",1,17.80783333333333,0,0,330935,8.1375,,Q,1,8.1375,Miss,0,0,,,,4,4,
682,1,1,"Hassab, Mr. Hammad",0,27.0,0,0,PC 17572,76.7292,D49,C,3,25.576400000000003,Mr,0,1,D,49,3,3,3,0.667
683,0,3,"Olsvigen, Mr. Thor Anderson",0,20.0,0,0,6563,9.225,,S,1,9.225,Mr,0,0,,,,4,4,
684,0,3,"Goodwin, Mr. Charles Edward",0,14.0,5,2,CA 2144,46.9,,S,6,7.816666666666666,Mr,7,0,,,,4,4,
685,0,2,"Brown, Mr. Thomas William Solomon",0,60.0,1,1,29750,39.0,,S,2,19.5,Mr,2,0,,,,3,3,
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,25.0,1,2,SC/Paris 2123,41.5792,,C,3,13.859733333333333,Mr,3,0,,,,3,3,
687,0,3,"Panula, Mr. Jaako Arnold",0,14.0,4,1,3101295,39.6875,,S,6,6.614583333333333,Mr,5,0,,,,4,4,
688,0,3,"Dakic, Mr. Branko",0,19.0,0,0,349228,10.1708,,S,1,10.1708,Mr,0,0,,,,4,4,
689,0,3,"Fischer, Mr. Eberhard Thelander",0,18.0,0,0,350036,7.7958,,S,1,7.7958,Mr,0,0,,,,4,4,
690,1,1,"Madill, Miss. Georgette Alexandra",1,15.0,0,1,24160,211.3375,B5,S,3,70.44583333333334,Miss,1,1,B,5,1,1,1,0.167
691,1,1,"Dick, Mr. Albert Adrian",0,31.0,1,0,17474,57.0,B20,S,2,28.5,Mr,1,1,B,20,1,1,1,0.333
692,1,3,"Karun, Miss. Manca",1,4.0,0,1,349256,13.4167,,C,1,13.4167,Miss,1,0,,,,3,3,
693,1,3,"Lam, Mr. Ali",0,29.71770552818829,0,0,1601,56.4958,,S,7,8.070828571428573,Mr,0,0,,,,4,4,
694,0,3,"Saad, Mr. Khalil",0,25.0,0,0,2672,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
695,0,1,"Weir, Col. John",0,60.0,0,0,113800,26.55,,S,1,26.55,Col,0,0,,,,4,4,
696,0,2,"Chapman, Mr. Charles Henry",0,52.0,0,0,248731,13.5,,S,1,13.5,Mr,0,0,,,,3,3,
697,0,3,"Kelly, Mr. James",0,44.0,0,0,363592,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
698,1,3,"Mullens, Miss. Katherine ""Katie""",1,19.85379058441558,0,0,35852,7.7333,,Q,1,7.7333,Miss,0,0,,,,4,4,
699,0,1,"Thayer, Mr. John Borland",0,49.0,1,1,17421,110.8833,C68,C,4,27.720825,Mr,2,1,C,68,2,2,2,0.833
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,42.0,0,0,348121,7.65,F G63,S,1,7.65,Mr,0,1,GF,63,,4,4,0.667
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,18.0,1,0,PC 17757,227.525,C62 C64,C,4,56.88125,Mrs,1,1,C,63,2,2,2,0.667
702,1,1,"Silverthorne, Mr. Spencer Victor",0,35.0,0,0,PC 17475,26.2875,E24,S,1,26.2875,Mr,0,1,E,24,4,4,4,0.333
703,0,3,"Barbara, Miss. Saiide",1,18.0,0,1,2691,14.4542,,C,2,7.2271,Miss,1,0,,,,4,4,
704,0,3,"Gallagher, Mr. Martin",0,25.0,0,0,36864,7.7417,,Q,1,7.7417,Mr,0,0,,,,4,4,
705,0,3,"Hansen, Mr. Henrik Juul",0,26.0,1,0,350025,7.8542,,S,1,7.8542,Mr,1,0,,,,4,4,
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,39.0,0,0,250655,26.0,,S,2,13.0,Mr,0,0,,,,3,3,
707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,45.0,0,0,223596,13.5,,S,1,13.5,Mrs,0,0,,,,3,3,
708,1,1,"Calderhead, Mr. Edward Pennington",0,42.0,0,0,PC 17476,26.2875,E24,S,1,26.2875,Mr,0,1,E,24,4,4,4,0.333
709,1,1,"Cleaver, Miss. Alice",1,22.0,0,0,113781,151.55,,S,4,37.8875,Miss,0,0,,,,2,2,
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",0,6.064933333333333,1,1,2661,15.2458,,C,2,7.6229,Master,2,0,,,,4,4,
