PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Ticket_Count,Fare_PerPassenger,NameTitle,NumFamily,CompleteInfo,CabinLetter,CabinNumber,CabinLetter_Cohort,CabinLetter_Cohort_DT,CabinLetter_Cohort_ECLF,CabinNumber_Group
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,24.0,0,0,PC 17482,49.5042,C90,C,1,49.5042,Mlle,0,1,C,90,2,2,2,0.833
712,0,1,"Klaber, Mr. Herman",0,48.93431224855295,0,0,113028,26.55,C124,S,1,26.55,Mr,0,0,C,124,2,2,2,1.0
713,1,1,"Taylor, Mr. Elmer Zebley",0,48.0,1,0,19996,52.0,C126,S,2,26.0,Mr,1,1,C,126,2,2,2,1.0
714,0,3,"Larsson, Mr. August Viktor",0,29.0,0,0,7545,9.4833,,S,1,9.4833,Mr,0,0,,,,4,4,
715,0,2,"Greenberg, Mr. Samuel",0,52.0,0,0,250647,13.0,,S,2,6.5,Mr,0,0,,,,4,4,
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,19.0,0,0,348124,7.65,F G73,S,1,7.65,Mr,0,1,GF,73,,4,4,0.833
717,1,1,"Endres, Miss. Caroline Louise",1,38.0,0,0,PC 17757,227.525,C45,C,4,56.88125,Miss,0,1,C,45,2,2,2,0.667
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,27.0,0,0,34218,10.5,E101,S,1,10.5,Miss,0,1,E,101,4,4,4,1.0
719,0,3,"McEvoy, Mr. Michael",0,33.18038461538461,0,0,36568,15.5,,Q,1,15.5,Mr,0,0,,,,3,3,
720,0,3,"Johnson, Mr. Malkolm Joackim",0,33.0,0,0,347062,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,6.0,0,1,248727,33.0,,S,3,11.0,Miss,1,0,,,,4,4,
722,0,3,"Jensen, Mr. Svend Lauritz",0,17.0,1,0,350048,7.0542,,S,1,7.0542,Mr,1,0,,,,4,4,
723,0,2,"Gillespie, Mr. William Henry",0,34.0,0,0,12233,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
724,0,2,"Hodges, Mr. Henry Price",0,50.0,0,0,250643,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
725,1,1,"Chambers, Mr. Norman Campbell",0,27.0,1,0,113806,53.1,E8,S,2,26.55,Mr,1,1,E,8,4,4,4,0.167
726,0,3,"Oreskovic, Mr. Luka",0,20.0,0,0,315094,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,30.0,3,0,31027,21.0,,S,2,10.5,Mrs,3,0,,,,4,4,
728,1,3,"Mannion, Miss. Margareth",1,19.85379058441558,0,0,36866,7.7375,,Q,1,7.7375,Miss,0,0,,,,4,4,
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,25.0,1,0,236853,26.0,,S,1,26.0,Mr,1,0,,,,2,2,
730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,25.0,1,0,STON/O2. 3101271,7.925,,S,1,7.925,Miss,1,0,,,,4,4,
731,1,1,"Allen, Miss. Elisabeth Walton",1,29.0,0,0,24160,211.3375,B5,S,3,70.44583333333334,Miss,0,1,B,5,1,1,1,0.167
732,0,3,"Hassan, Mr. Houssein G N",0,11.0,0,0,2699,18.7875,,C,2,9.39375,Mr,0,0,,,,4,4,
733,0,2,"Knight, Mr. Robert J",0,32.53888935574229,0,0,239855,0.0,,S,1,0.0,Mr,0,0,,,,4,4,
734,0,2,"Berriman, Mr. William John",0,23.0,0,0,28425,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
735,0,2,"Troupiansky, Mr. Moses Aaron",0,23.0,0,0,233639,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
736,0,3,"Williams, Mr. Leslie",0,28.5,0,0,54636,16.1,,S,2,8.05,Mr,0,0,,,,4,4,
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,48.0,1,3,W./C. 6608,34.375,,S,4,8.59375,Mrs,4,0,,,,4,4,
738,1,1,"Lesurer, Mr. Gustave J",0,35.0,0,0,PC 17755,512.3292,B101,C,3,170.7764,Mr,0,1,B,101,1,1,1,1.0
739,0,3,"Ivanoff, Mr. Kanio",0,27.960240524614342,0,0,349201,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
740,0,3,"Nankoff, Mr. Minko",0,27.960240524614342,0,0,349218,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
741,1,1,"Hawksford, Mr. Walter James",0,44.550821428571425,0,0,16988,30.0,D45,S,1,30.0,Mr,0,0,D,45,3,3,3,0.667
742,0,1,"Cavendish, Mr. Tyrell William",0,36.0,1,0,19877,78.85,C46,S,2,39.425,Mr,1,1,C,46,2,2,2,0.667
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,2,131.1875,Miss,4,1,B,61,1,1,1,0.667
744,0,3,"McNamee, Mr. Neal",0,24.0,1,0,376566,16.1,,S,1,16.1,Mr,1,0,,,,3,3,
745,1,3,"Stranden, Mr. Juho",0,31.0,0,0,STON/O 2. 3101288,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
746,0,1,"Crosby, Capt. Edward Gifford",0,70.0,1,1,WE/P 5735,71.0,B22,S,2,35.5,Capt,2,1,B,22,1,1,1,0.333
747,0,3,"Abbott, Mr. Rossmore Edward",0,16.0,1,1,C.A. 2673,20.25,,S,2,10.125,Mr,2,0,,,,4,4,
748,1,2,"Sinkkonen, Miss. Anna",1,30.0,0,0,250648,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
749,0,1,"Marvin, Mr. Daniel Warner",0,19.0,1,0,113773,53.1,D30,S,1,53.1,Mr,1,1,D,30,3,3,3,0.5
750,0,3,"Connaghton, Mr. Michael",0,31.0,0,0,335097,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
751,1,2,"Wells, Miss. Joan",1,4.0,1,1,29103,23.0,,S,1,23.0,Miss,2,0,,,,3,3,
752,1,3,"Moor, Master. Meier",0,6.0,0,1,392096,12.475,E121,S,2,6.2375,Master,1,1,E,121,4,4,4,1.0
753,0,3,"Vande Velde, Mr. Johannes Joseph",0,33.0,0,0,345780,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
754,0,3,"Jonkoff, Mr. Lalio",0,23.0,0,0,349204,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,48.0,1,2,220845,65.0,,S,2,32.5,Mrs,3,0,,,,2,2,
756,1,2,"Hamalainen, Master. Viljo",0,0.67,1,1,250649,14.5,,S,2,7.25,Master,2,0,,,,4,4,
757,0,3,"Carlsson, Mr. August Sigfrid",0,28.0,0,0,350042,7.7958,,S,1,7.7958,Mr,0,0,,,,4,4,
758,0,2,"Bailey, Mr. Percy Andrew",0,18.0,0,0,29108,11.5,,S,1,11.5,Mr,0,0,,,,4,4,
759,0,3,"Theobald, Mr. Thomas Leonard",0,34.0,0,0,363294,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,33.0,0,0,110152,86.5,B77,S,3,28.833333333333332,Countess,0,1,B,77,1,1,1,0.833
761,0,3,"Garfirth, Mr. John",0,29.890370865245867,0,0,358585,14.5,,S,2,7.25,Mr,0,0,,,,4,4,
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,41.0,0,0,SOTON/O2 3101272,7.125,,S,1,7.125,Mr,0,0,,,,4,4,
763,1,3,"Barah, Mr. Hanna Assi",0,20.0,0,0,2663,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,36.0,1,2,113760,120.0,B96 B98,S,4,30.0,Mrs,3,1,B,97,1,1,1,1.0
765,0,3,"Eklund, Mr. Hans Linus",0,16.0,0,0,347074,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,51.0,1,0,13502,77.9583,D11,S,3,25.986099999999997,Mrs,1,1,D,11,3,3,3,0.167
767,0,1,"Brewe, Dr. Arthur Jackson",0,38.89816666666667,0,0,112379,39.6,,C,1,39.6,Dr,0,0,,,,1,1,
768,0,3,"Mangan, Miss. Mary",1,30.5,0,0,364850,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
769,0,3,"Moran, Mr. Daniel J",0,29.60611586262168,1,0,371110,24.15,,Q,3,8.049999999999999,Mr,1,0,,,,4,4,
770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,32.0,0,0,8471,8.3625,,S,1,8.3625,Mr,0,0,,,,4,4,
771,0,3,"Lievens, Mr. Rene Aime",0,24.0,0,0,345781,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
772,0,3,"Jensen, Mr. Niels Peder",0,48.0,0,0,350047,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
773,0,2,"Mack, Mrs. (Mary)",1,57.0,0,0,S.O./P.P. 3,10.5,E77,S,2,5.25,Mrs,0,1,E,77,4,4,4,0.833
774,0,3,"Elias, Mr. Dibo",0,32.72380753968253,0,0,2674,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,54.0,1,3,29105,23.0,,S,1,23.0,Mrs,4,0,,,,3,3,
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,18.0,0,0,347078,7.75,,S,1,7.75,Mr,0,0,,,,4,4,
777,0,3,"Tobin, Mr. Roger",0,42.06354456654457,0,0,383121,7.75,F38,Q,1,7.75,Mr,0,0,F,38,,4,4,0.5
778,1,3,"Emanuel, Miss. Virginia Ethel",1,5.0,0,0,364516,12.475,,S,2,6.2375,Miss,0,0,,,,4,4,
779,0,3,"Kilgannon, Mr. Thomas J",0,24.28550468975469,0,0,36865,7.7375,,Q,1,7.7375,Mr,0,0,,,,4,4,
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,43.0,0,1,24160,211.3375,B3,S,3,70.44583333333334,Mrs,1,1,B,3,1,1,1,0.167
781,1,3,"Ayoub, Miss. Banoura",1,13.0,0,0,2687,7.2292,,C,1,7.2292,Miss,0,0,,,,4,4,
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,17.0,1,0,17474,57.0,B20,S,2,28.5,Mrs,1,1,B,20,1,1,1,0.333
783,0,1,"Long, Mr. Milton Clyde",0,29.0,0,0,113501,30.0,D6,S,1,30.0,Mr,0,1,D,6,3,3,3,0.167
784,0,3,"Johnston, Mr. Andrew G",0,26.435,1,2,W./C. 6607,23.45,,S,2,11.725,Mr,3,0,,,,4,4,
785,0,3,"Ali, Mr. William",0,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,25.0,0,0,374887,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
787,1,3,"Sjoblom, Miss. Anna Sofia",1,18.0,0,0,3101265,7.4958,,S,1,7.4958,Miss,0,0,,,,4,4,
788,0,3,"Rice, Master. George Hugh",0,8.0,4,1,382652,29.125,,Q,5,5.825,Master,5,0,,,,4,4,
789,1,3,"Dean, Master. Bertram Vere",0,1.0,1,2,C.A. 2315,20.575,,S,2,10.2875,Master,3,0,,,,4,4,
790,0,1,"Guggenheim, Mr. Benjamin",0,46.0,0,0,PC 17593,79.2,B82 B84,C,2,39.6,Mr,0,1,B,83,1,1,1,0.833
791,0,3,"Keane, Mr. Andrew ""Andy""",0,42.06354456654457,0,0,12460,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
792,0,2,"Gaskell, Mr. Alfred",0,16.0,0,0,239865,26.0,,S,2,13.0,Mr,0,0,,,,3,3,
793,0,3,"Sage, Miss. Stella Anna",1,12.981428571428573,8,2,CA. 2343,69.55,,S,7,9.935714285714285,Miss,10,0,,,,4,4,
794,0,1,"Hoyt, Mr. William Fisher",0,50.532,0,0,PC 17600,30.6958,,C,1,30.6958,Mr,0,0,,,,2,2,
795,0,3,"Dantcheff, Mr. Ristiu",0,25.0,0,0,349203,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
796,0,2,"Otter, Mr. Richard",0,39.0,0,0,28213,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
797,1,1,"Leader, Dr. Alice (Farnham)",1,49.0,0,0,17465,25.9292,D17,S,1,25.9292,Dr,0,1,D,17,3,3,3,0.167
798,1,3,"Osman, Mrs. Mara",1,31.0,0,0,349244,8.6833,,S,1,8.6833,Mrs,0,0,,,,4,4,
799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,30.0,0,0,2685,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,30.0,1,1,345773,24.15,,S,3,8.049999999999999,Mrs,2,0,,,,4,4,
801,0,2,"Ponesell, Mr. Martin",0,34.0,0,0,250647,13.0,,S,2,6.5,Mr,0,0,,,,4,4,
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,31.0,1,1,C.A. 31921,26.25,,S,3,8.75,Mrs,2,0,,,,4,4,
803,1,1,"Carter, Master. William Thornton II",0,11.0,1,2,113760,120.0,B96 B98,S,4,30.0,Master,3,1,B,97,1,1,1,1.0
804,1,3,"Thomas, Master. Assad Alexander",0,0.42,0,1,2625,8.5167,,C,1,8.5167,Master,1,0,,,,4,4,
805,1,3,"Hedman, Mr. Oskar Arvid",0,27.0,0,0,347089,6.975,,S,1,6.975,Mr,0,0,,,,4,4,
806,0,3,"Johansson, Mr. Karl Johan",0,31.0,0,0,347063,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
807,0,1,"Andrews, Mr. Thomas Jr",0,39.0,0,0,112050,0.0,A36,S,1,0.0,Mr,0,1,A,36,,1,1,0.5
808,0,3,"Pettersson, Miss. Ellen Natalia",1,18.0,0,0,347087,7.775,,S,1,7.775,Miss,0,0,,,,4,4,
809,0,2,"Meyer, Mr. August",0,39.0,0,0,248723,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,33.0,1,0,113806,53.1,E8,S,2,26.55,Mrs,1,1,E,8,4,4,4,0.167
811,0,3,"Alexander, Mr. William",0,26.0,0,0,3474,7.8875,,S,1,7.8875,Mr,0,0,,,,4,4,
812,0,3,"Lester, Mr. James",0,39.0,0,0,A/4 48871,24.15,,S,2,12.075,Mr,0,0,,,,4,4,
813,0,2,"Slemen, Mr. Richard James",0,35.0,0,0,28206,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,6.0,4,2,347082,31.275,,S,7,4.4678571428571425,Miss,6,0,,,,4,4,
815,0,3,"Tomlin, Mr. Ernest Portage",0,30.5,0,0,364499,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
816,0,1,"Fry, Mr. Richard",0,38.462999999999994,0,0,112058,0.0,B102,S,1,0.0,Mr,0,0,B,102,1,1,1,1.0
817,0,3,"Heininen, Miss. Wendla Maria",1,23.0,0,0,STON/O2. 3101290,7.925,,S,1,7.925,Miss,0,0,,,,4,4,
818,0,2,"Mallet, Mr. Albert",0,31.0,1,1,S.C./PARIS 2079,37.0042,,C,2,18.5021,Mr,2,0,,,,3,3,
819,0,3,"Holm, Mr. John Fredrik Alexander",0,43.0,0,0,C 7075,6.45,,S,1,6.45,Mr,0,0,,,,4,4,
820,0,3,"Skoog, Master. Karl Thorsten",0,10.0,3,2,347088,27.9,,S,6,4.6499999999999995,Master,5,0,,,,4,4,
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,52.0,1,1,12749,93.5,B69,S,2,46.75,Mrs,2,1,B,69,1,1,1,0.833
822,1,3,"Lulic, Mr. Nikola",0,27.0,0,0,315098,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
823,0,1,"Reuchlin, Jonkheer. John George",0,38.0,0,0,19972,0.0,,S,1,0.0,Jonkheer,0,0,,,,1,1,
824,1,3,"Moor, Mrs. (Beila)",1,27.0,0,1,392096,12.475,E121,S,2,6.2375,Mrs,1,1,E,121,4,4,4,1.0
825,0,3,"Panula, Master. Urho Abraham",0,2.0,4,1,3101295,39.6875,,S,6,6.614583333333333,Master,5,0,,,,4,4,
826,0,3,"Flynn, Mr. John",0,36.50085714285714,0,0,368323,6.95,,Q,1,6.95,Mr,0,0,,,,4,4,
827,0,3,"Lam, Mr. Len",0,29.71770552818829,0,0,1601,56.4958,,S,7,8.070828571428573,Mr,0,0,,,,4,4,
828,1,2,"Mallet, Master. Andre",0,1.0,0,2,S.C./PARIS 2079,37.0042,,C,2,18.5021,Master,2,0,,,,3,3,
829,1,3,"McCormack, Mr. Thomas Joseph",0,42.06354456654457,0,0,367228,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",1,62.0,0,0,113572,80.0,B28,S,2,40.0,Mrs,0,0,B,28,1,1,1,0.333
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,15.0,1,0,2659,14.4542,,C,2,7.2271,Mrs,1,0,,,,4,4,
832,1,2,"Richards, Master. George Sibley",0,0.83,1,1,29106,18.75,,S,3,6.25,Master,2,0,,,,4,4,
833,0,3,"Saad, Mr. Amin",0,24.660543650793652,0,0,2671,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
834,0,3,"Augustsson, Mr. Albert",0,23.0,0,0,347468,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
835,0,3,"Allum, Mr. Owen George",0,18.0,0,0,2223,8.3,,S,1,8.3,Mr,0,0,,,,4,4,
836,1,1,"Compton, Miss. Sara Rebecca",1,39.0,1,1,PC 17756,83.1583,E49,C,1,83.1583,Miss,2,1,E,49,4,4,4,0.667
837,0,3,"Pasic, Mr. Jakob",0,21.0,0,0,315097,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
838,0,3,"Sirota, Mr. Maurice",0,30.407091360383024,0,0,392092,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
839,1,3,"Chip, Mr. Chang",0,32.0,0,0,1601,56.4958,,S,7,8.070828571428573,Mr,0,0,,,,4,4,
840,1,1,"Marechal, Mr. Pierre",0,50.29842857142857,0,0,11774,29.7,C47,C,1,29.7,Mr,0,0,C,47,2,2,2,0.667
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,20.0,0,0,SOTON/O2 3101287,7.925,,S,1,7.925,Mr,0,0,,,,4,4,
842,0,2,"Mudd, Mr. Thomas Charles",0,16.0,0,0,S.O./P.P. 3,10.5,,S,2,5.25,Mr,0,0,,,,4,4,
843,1,1,"Serepeca, Miss. Augusta",1,30.0,0,0,113798,31.0,,C,2,15.5,Miss,0,0,,,,3,3,
844,0,3,"Lemberopolous, Mr. Peter L",0,34.5,0,0,2683,6.4375,,C,1,6.4375,Mr,0,0,,,,4,4,
845,0,3,"Culumovic, Mr. Jeso",0,17.0,0,0,315090,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
846,0,3,"Abbing, Mr. Anthony",0,42.0,0,0,C.A. 5547,7.55,,S,1,7.55,Mr,0,0,,,,4,4,
847,0,3,"Sage, Mr. Douglas Bullen",0,16.783666666666665,8,2,CA. 2343,69.55,,S,7,9.935714285714285,Mr,10,0,,,,4,4,
848,0,3,"Markoff, Mr. Marin",0,35.0,0,0,349213,7.8958,,C,1,7.8958,Mr,0,0,,,,4,4,
849,0,2,"Harper, Rev. John",0,28.0,0,1,248727,33.0,,S,3,11.0,Rev,1,0,,,,4,4,
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,37.15,1,0,17453,89.1042,C92,C,2,44.5521,Mrs,1,0,C,92,2,2,2,0.833
851,0,3,"Andersson, Master. Sigvard Harald Elias",0,4.0,4,2,347082,31.275,,S,7,4.4678571428571425,Master,6,0,,,,4,4,
852,0,3,"Svensson, Mr. Johan",0,74.0,0,0,347060,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
853,0,3,"Boulos, Miss. Nourelain",1,9.0,1,1,2678,15.2458,,C,2,7.6229,Miss,2,0,,,,4,4,
854,1,1,"Lines, Miss. Mary Conover",1,16.0,0,1,PC 17592,39.4,D28,S,1,39.4,Miss,1,1,D,28,3,3,3,0.333
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,44.0,1,0,244252,26.0,,S,2,13.0,Mrs,1,0,,,,3,3,
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,18.0,0,1,392091,9.35,,S,1,9.35,Mrs,1,0,,,,4,4,
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,45.0,1,1,36928,164.8667,,S,2,82.43335,Mrs,2,0,,,,1,1,
858,1,1,"Daly, Mr. Peter Denis ",0,51.0,0,0,113055,26.55,E17,S,1,26.55,Mr,0,1,E,17,4,4,4,0.167
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,24.0,0,3,2666,19.2583,,C,4,4.814575,Mrs,3,0,,,,4,4,
860,0,3,"Razi, Mr. Raihed",0,24.660543650793652,0,0,2629,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
861,0,3,"Hansen, Mr. Claus Peter",0,41.0,2,0,350026,14.1083,,S,1,14.1083,Mr,2,0,,,,3,3,
862,0,2,"Giles, Mr. Frederick Edward",0,21.0,1,0,28134,11.5,,S,1,11.5,Mr,1,0,,,,4,4,
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,48.0,0,0,17466,25.9292,D17,S,1,25.9292,Mrs,0,1,D,17,3,3,3,0.167
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",1,12.981428571428573,8,2,CA. 2343,69.55,,S,7,9.935714285714285,Miss,10,0,,,,4,4,
865,0,2,"Gill, Mr. John William",0,24.0,0,0,233866,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
866,1,2,"Bystrom, Mrs. (Karolina)",1,42.0,0,0,236852,13.0,,S,1,13.0,Mrs,0,0,,,,3,3,
867,1,2,"Duran y More, Miss. Asuncion",1,27.0,1,0,SC/PARIS 2149,13.8583,,C,1,13.8583,Miss,1,0,,,,3,3,
868,0,1,"Roebling, Mr. Washington Augustus II",0,31.0,0,0,PC 17590,50.4958,A24,S,1,50.4958,Mr,0,1,A,24,,2,2,0.333
869,0,3,"van Melkebeke, Mr. Philemon",0,25.94142193917194,0,0,345777,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
870,1,3,"Johnson, Master. Harold Theodor",0,4.0,1,1,347742,11.1333,,S,3,3.7111,Master,2,0,,,,4,4,
871,0,3,"Balkic, Mr. Cerin",0,26.0,0,0,349248,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47.0,1,1,11751,52.5542,D35,S,2,26.2771,Mrs,2,1,D,35,3,3,3,0.5
873,0,1,"Carlsson, Mr. Frans Olof",0,33.0,0,0,695,5.0,B51 B53 B55,S,1,5.0,Mr,0,1,B,53,1,1,1,0.667
874,0,3,"Vander Cruyssen, Mr. Victor",0,47.0,0,0,345765,9.0,,S,1,9.0,Mr,0,0,,,,4,4,
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,28.0,1,0,P/PP 3381,24.0,,C,2,12.0,Mrs,1,0,,,,4,4,
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,15.0,0,0,2667,7.225,,C,1,7.225,Miss,0,0,,,,4,4,
877,0,3,"Gustafsson, Mr. Alfred Ossian",0,20.0,0,0,7534,9.8458,,S,2,4.9229,Mr,0,0,,,,4,4,
878,0,3,"Petroff, Mr. Nedelio",0,19.0,0,0,349212,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
879,0,3,"Laleff, Mr. Kristo",0,27.960240524614342,0,0,349217,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,56.0,0,1,11767,83.1583,C50,C,2,41.57915,Mrs,1,1,C,50,2,2,2,0.667
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,25.0,0,1,230433,26.0,,S,2,13.0,Mrs,1,0,,,,3,3,
882,0,3,"Markun, Mr. Johann",0,33.0,0,0,349257,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,22.0,0,0,7552,10.5167,,S,1,10.5167,Miss,0,0,,,,4,4,
884,0,2,"Banfield, Mr. Frederick James",0,28.0,0,0,C.A./SOTON 34068,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
885,0,3,"Sutehall, Mr. Henry Jr",0,25.0,0,0,SOTON/OQ 392076,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
886,0,3,"Rice, Mrs. William (Margaret Norton)",1,39.0,0,5,382652,29.125,,Q,5,5.825,Mrs,5,0,,,,4,4,
887,0,2,"Montvila, Rev. Juozas",0,27.0,0,0,211536,13.0,,S,1,13.0,Rev,0,0,,,,3,3,
888,1,1,"Graham, Miss. Margaret Edith",1,19.0,0,0,112053,30.0,B42,S,1,30.0,Miss,0,1,B,42,1,1,1,0.5
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,10.24,1,2,W./C. 6607,23.45,,S,2,11.725,Miss,3,0,,,,4,4,
890,1,1,"Behr, Mr. Karl Howell",0,26.0,0,0,111369,30.0,C148,C,1,30.0,Mr,0,1,C,148,2,2,2,1.0
891,0,3,"Dooley, Mr. Patrick",0,32.0,0,0,370376,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
